id_linea,fecha,dia_semana_num,serie,numero_factura,codigo_cliente,nombre_cliente,codigo_vendedor,nombre_vendedor,codigo_producto,nombre_producto,categoria_codigo,cantidad,precio_unitario,pct_descuento_linea,total_linea,tiene_descuento_linea,codigo_bodega,nombre_bodega,sucursal_id,sucursal_nombre,estado_sync,etiqueta_color_ruta
1101,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-50,"TUBO ENDOTRAQUEAL Murphy, con balon, 5.0 mm",18,"40,00000016","1,63000000","0,00000000","65,20000013",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1102,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-55,"TUBO ENDOTRAQUEAL Murphy, con balon, 5.5 mm",18,"20,00000004","1,63000001","0,00000000","32,59999984",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1103,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-55,"TUBO ENDOTRAQUEAL Murphy, con balon, 5.5 mm",18,"20,00000008","1,62999999","0,00000000","32,60000007",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1104,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-70,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.0 mm",18,"19,99999998","1,62999999","0,00000000","32,60000003",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1105,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-70,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.0 mm",18,"10,00000007","1,63000001","0,00000000","16,29999998",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AZUL
1106,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-75,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.5 mm",18,"9,99999998","1,62999999","0,00000000","16,30000005",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,ROJO
1107,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-75,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.5 mm",18,"9,99999998","1,62999999","0,00000000","16,29999995",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VERDE
1108,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,C2011,CATETER PARA TORAX 20 Fr,5,"2,99999999","0,96000000","0,00000000","2,87999998",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1109,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2008,"SONDA DE SUCCION 6 Fr, 40 cm",5,"3500,00001400","0,36000000","0,00000000","1260,00000126",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1110,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2009,"SONDA DE SUCCION 8 Fr, 40 cm",5,"2399,99999760","0,36000000","0,00000000","863,99999568",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1111,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2010,"SONDA DE SUCCION 10 Fr, 40 cm",5,"100,00000040","0,36000000","0,00000000","36,00000000",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1112,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2010,"SONDA DE SUCCION 10 Fr, 40 cm",5,"399,99999840","0,36000000","0,00000000","144,00000086",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AZUL
1113,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2010,"SONDA DE SUCCION 10 Fr, 40 cm",5,"100,00000010","0,36000000","0,00000000","35,99999996",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,ROJO
1114,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2010,"SONDA DE SUCCION 10 Fr, 40 cm",5,"100,00000070","0,36000000","0,00000000","36,00000018",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VERDE
1115,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2011,"SONDA DE SUCCION 12 Fr, 40 cm",5,"500,00000400","0,36000000","0,00000000","179,99999946",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1116,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2012,"SONDA DE SUCCION 14 Fr, 40 cm",5,"19,99999988","0,36000000","0,00000000","7,20000000",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1117,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2016,SONDA NASOGASTRICA 4 Fr,5,"99,99999930","0,27000000","0,00000000","26,99999984",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1118,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2016,SONDA NASOGASTRICA 4 Fr,5,"299,99999970","0,27000000","0,00000000","81,00000040",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1119,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2019,SONDA NASOGASTRICA 8 Fr,5,"299,99999850","0,27000000","0,00000000","80,99999992",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AZUL
1120,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2020,SONDA NASOGASTRICA 10 Fr,5,"99,99999980","0,27000000","0,00000000","27,00000008",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,ROJO
1121,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2020,SONDA NASOGASTRICA 10 Fr,5,"100,00000080","0,27000000","0,00000000","27,00000003",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VERDE
1122,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2022,SONDA NASOGASTRICA 14 Fr,5,"10,00000006","0,27000000","0,00000000","2,69999998",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1123,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2022,SONDA NASOGASTRICA 14 Fr,5,"10,00000000","0,27000000","0,00000000","2,69999998",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1124,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2022,SONDA NASOGASTRICA 14 Fr,5,"20,00000014","0,27000000","0,00000000","5,40000002",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1125,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2030,SONDA NELATON 8 Fr,5,"500,00000100","0,20000000","0,00000000","100,00000080",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1126,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2032,SONDA NELATON 12 Fr,5,"300,00000120","0,20000000","0,00000000","59,99999964",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AZUL
1127,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2033,SONDA NELATON 14 Fr,5,"60,00000048","0,20000000","0,00000000","11,99999998",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,ROJO
1128,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2034,SONDA NELATON 16 Fr,5,"19,99999998","0,20000000","0,00000000","3,99999999",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VERDE
1129,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2034,SONDA NELATON 16 Fr,5,"9,99999999","0,20000000","0,00000000","1,99999999",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1130,15/02/2018 9:16:46,5,1,4636,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2034,SONDA NELATON 16 Fr,5,"10,00000001","0,20000000","0,00000000","2,00000001",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1245,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,100382-30,"TUBO ENDOTRAQUEAL Murphy, sin balon, 3.0 mm",18,"60,00000000","1,44000001","0,00000000","86,40000026",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1246,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,100382-35,"TUBO ENDOTRAQUEAL Murphy, sin balon, 3.5 mm",18,"89,99999946","1,44000001","0,00000000","129,60000091",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1247,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,100382-40,"TUBO ENDOTRAQUEAL Murphy, sin balon, 4.0 mm",18,"39,99999984","1,44000000","0,00000000","57,59999971",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AZUL
1248,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,100382-40,"TUBO ENDOTRAQUEAL Murphy, sin balon, 4.0 mm",18,"10,00000001","1,44000000","0,00000000","14,39999988",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,ROJO
1249,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,100382-45,"TUBO ENDOTRAQUEAL Murphy, sin balon, 4.5 mm",18,"40,00000020","1,44000001","0,00000000","57,60000000",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VERDE
1250,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,100382-55,"TUBO ENDOTRAQUEAL Murphy, sin balon, 5.5 mm",18,"40,00000024","1,43999999","0,00000000","57,59999983",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1251,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-45,"TUBO ENDOTRAQUEAL Murphy, con balon, 4.5 mm",18,"39,99999972","1,85000000","0,00000000","73,99999985",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1252,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-50,"TUBO ENDOTRAQUEAL Murphy, con balon, 5.0 mm",18,"19,99999996","1,63000000","0,00000000","32,60000000",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1253,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-55,"TUBO ENDOTRAQUEAL Murphy, con balon, 5.5 mm",18,"79,99999960","1,62999999","0,00000000","130,39999987",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1254,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,C2011,CATETER PARA TORAX 20 Fr,5,"4,99999997","0,96000000","0,00000000","4,80000003",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AZUL
1255,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2008,"SONDA DE SUCCION 6 Fr, 40 cm",5,"2999,99998800","0,36000000","0,00000000","1079,99999568",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,ROJO
1256,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2009,"SONDA DE SUCCION 8 Fr, 40 cm",5,"700,00000350","0,36000000","0,00000000","252,00000050",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VERDE
1257,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2010,"SONDA DE SUCCION 10 Fr, 40 cm",5,"600,00000120","0,36000000","0,00000000","216,00000130",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1258,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2011,"SONDA DE SUCCION 12 Fr, 40 cm",5,"100,00000010","0,36000000","0,00000000","36,00000014",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1259,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2011,"SONDA DE SUCCION 12 Fr, 40 cm",5,"100,00000010","0,36000000","0,00000000","35,99999986",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1260,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2016,SONDA NASOGASTRICA 4 Fr,5,"600,00000180","0,27000000","0,00000000","161,99999968",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1261,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2019,SONDA NASOGASTRICA 8 Fr,5,"99,99999970","0,27000000","0,00000000","26,99999995",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AZUL
1262,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2019,SONDA NASOGASTRICA 8 Fr,5,"99,99999990","0,27000000","0,00000000","27,00000005",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,ROJO
1263,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2022,SONDA NASOGASTRICA 14 Fr,5,"19,99999988","0,27000000","0,00000000","5,39999996",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VERDE
1264,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2030,SONDA NELATON 8 Fr,5,"500,00000150","0,20000000","0,00000000","100,00000000",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,AMARILLO
1265,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2032,SONDA NELATON 12 Fr,5,"200,00000040","0,20000000","0,00000000","40,00000004",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,NARANJA
1266,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2033,SONDA NELATON 14 Fr,5,"40,00000020","0,20000000","0,00000000","8,00000002",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,VIOLETA
1267,16/02/2018 10:41:37,6,1,4647,155,Clínica especializada Zonal II (ref. 908),1,Representante S,S2033,SONDA NELATON 14 Fr,5,"9,99999999","0,20000000","0,00000000","2,00000002",0,102,BCHRG - Consignación Hospital Roberto Gilbert,2,GUAYAQUIL CERRADO,0,GRIS
1276,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,0640-24,"KIT GASTROSTOMIA ENDOSCOPICA PERCUTANEA MIC 24 Fr, metodo pull",20,"1,00000000","173,34999965","0,00000000","173,35000069",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,AZUL
1277,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,0640-24,"KIT GASTROSTOMIA ENDOSCOPICA PERCUTANEA MIC 24 Fr, metodo pull",20,"1,00000000","173,35000035","0,00000000","173,35000087",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,ROJO
1278,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,1103,"CANULA DE OXIGENO over-the ear, adulto",20,"250,00000150","0,82000000","0,00000000","204,99999898",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,VERDE
1279,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,1103,"CANULA DE OXIGENO over-the ear, adulto",20,"249,99999925","0,82000001","0,00000000","205,00000021",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,AMARILLO
1280,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-70,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.0 mm",18,"10,00000004","1,62999999","0,00000000","16,29999998",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,NARANJA
1281,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-70,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.0 mm",18,"19,99999998","1,63000000","0,00000000","32,59999984",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,VIOLETA
1282,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-70,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.0 mm",18,"40,00000020","1,63000001","0,00000000","65,20000000",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,GRIS
1283,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-75,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.5 mm",18,"79,99999992","1,63000000","0,00000000","130,40000013",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,AZUL
1284,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-75,"TUBO ENDOTRAQUEAL Murphy, con balon, 7.5 mm",18,"20,00000010","1,62999999","0,00000000","32,59999987",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,ROJO
1285,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,112482-80,"TUBO ENDOTRAQUEAL Murphy, con balon, 8.0 mm",18,"69,99999972","1,63000001","0,00000000","114,09999954",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,VERDE
1286,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,1607,"CIRCUITO VENTILACION estandar, adulto",20,"10,00000004","9,99000005","0,00000000","99,89999990",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,AMARILLO
1287,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,1607,"CIRCUITO VENTILACION estandar, adulto",20,"49,99999990","9,98999999","0,00000000","499,50000100",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,NARANJA
1288,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,1885,"MICRO NEBULIZADOR con mascarilla, adulto",20,"250,00000175","1,85000001","0,00000000","462,50000000",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,VIOLETA
1289,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,19402,"FILTRO higroscopico, adulto 25-PACK",19,"249,99999950","3,98999998","0,00000000","997,49999601",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,GRIS
1290,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,19402,"FILTRO higroscopico, adulto 25-PACK",19,"250,00000175","3,99000001","0,00000000","997,49999601",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,AZUL
1291,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,19402,"FILTRO higroscopico, adulto 25-PACK",19,"499,99999600","3,99000001","0,00000000","1995,00000998",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,ROJO
1292,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,3260,"HUMIDIFICADOR desechable, con valvula de seguridad, 6 PSI",20,"49,99999970","2,40000002","0,00000000","120,00000072",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,VERDE
1293,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,3260,"HUMIDIFICADOR desechable, con valvula de seguridad, 6 PSI",20,"200,00000000","2,39999999","0,00000000","480,00000288",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,AMARILLO
1294,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,3260,"HUMIDIFICADOR desechable, con valvula de seguridad, 6 PSI",20,"49,99999985","2,39999999","0,00000000","119,99999964",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,NARANJA
1295,16/02/2018 13:02:20,6,1,4654,155,Clínica especializada Zonal II (ref. 908),1,Representante S,C2017,CATETER PARA TORAX 32 Fr,5,"1,99999999","0,96000000","0,00000000","1,92000001",0,104,BCHLV - Bodega Consignación Hospital Luis Vernaza,2,GUAYAQUIL CERRADO,0,VIOLETA
